	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	validation_sample_only_edges_with_heterogeneous_node_types	balanced_accuracy	negative_predictive_value	prevalence	miss_rate	markedness	false_omission_rate	f1_score	matthews_correlation_coefficient	fall_out	prevalence_threshold	false_discovery_rate	specificity	informedness	diagnostic_odds_ratio	accuracy	positive_likelyhood_ratio	fowlkes_mallows_index	recall	negative_likelyhood_ratio	threat_score	precision	auroc	auprc	time_required_for_training	time_required_for_evaluation	time	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	number_of_threads	python_version	platform	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'sample_only_edges_with_heterogeneous_node_types')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')	('features_parameters', 'random_state')	('features_parameters', 'embedding_size')	('features_parameters', 'epochs')	('features_parameters', 'learning_rate')	('features_parameters', 'learning_rate_decay')	('features_parameters', 'avoid_false_negatives')	('features_parameters', 'use_scale_free_distribution')	('features_parameters', 'node_embedding_path')	('features_parameters', 'dtype')	('features_parameters', 'verbose')	('features_parameters', 'contextual_node_embedding_path')	('features_parameters', 'clipping_value')	('features_parameters', 'number_of_negative_samples')	('features_parameters', 'walk_length')	('features_parameters', 'iterations')	('features_parameters', 'window_size')	('features_parameters', 'max_neighbours')	('features_parameters', 'central_nodes_embedding_path')	('features_parameters', 'contextual_nodes_embedding_path')	('features_parameters', 'normalize_by_degree')	('features_parameters', 'stochastic_downsample_by_degree')	('features_parameters', 'normalize_learning_rate_by_degree')	('features_parameters', 'return_weight')	('features_parameters', 'explore_weight')
1	test	0.007185042262073829	1.0	True	False	0.599836333878887	0.5837912087912087	0.5	0.4959083469721768	0.20727299016772704	0.41620879120879123	0.5574660633484163	0.2034373390037358	0.30441898527004907	0.4372878475382613	0.3765182186234818	0.6955810147299509	0.19967266775777404	2.32265162000071	0.599836333878887	1.6559139784946237	0.5606174826089719	0.5040916530278232	0.7129411764705882	0.3864491844416562	0.6234817813765182	0.6277439522555656	0.6437893563973279	4.236368179321289	0.0048062801361083984	1689629225.3191674	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.75726318359375	2.5457942485809326	2.1457672119140625e-05	3.814697265625e-06	4.291534423828125e-06	First-order LINE	252		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.7636314067611778	0.7488419969119917	0.5	0.26608505997818976	0.5291318519844554	0.25115800308800823	0.756392245012644	0.5281965060482875	0.20665212649945475	0.3466769963372484	0.21971014492753627	0.7933478735005453	0.5272628135223556	10.588855486829013	0.7636314067611778	3.551451187335092	0.7567472379765481	0.7339149400218102	0.33539518900343646	0.6082241301400814	0.7802898550724637	0.824080229376291	0.8303281627331218	4.256110668182373	0.0047452449798583984	1689629229.8274627	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.75726318359375	2.5457942485809326	2.1457672119140625e-05	3.814697265625e-06	4.291534423828125e-06	First-order LINE	252		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	True	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.6669394435351882	0.6324675324675324	0.5	0.46317512274959083	0.3581312492816917	0.36753246753246754	0.6171213546566322	0.34579251428464264	0.2029459901800328	0.38075001301612016	0.2743362831858407	0.7970540098199672	0.3338788870703764	4.551920665678786	0.6669394435351882	2.64516129032258	0.6241428808404664	0.5368248772504092	0.5811088295687885	0.44625850340136053	0.7256637168141593	0.7014821025337444	0.7307489520102188	4.256110668182373	0.0047452449798583984	1689629229.8274627	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.75726318359375	2.5457942485809326	2.1457672119140625e-05	3.814697265625e-06	4.291534423828125e-06	First-order LINE	252		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	True	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.6777535441657578	0.665650406504065	0.5	0.3587786259541985	0.357415112386418	0.33434959349593496	0.66553480475382	0.35645982372516677	0.2857142857142857	0.40030577155991787	0.30823529411764705	0.7142857142857143	0.3555070883315157	4.468085106382978	0.677753544165758	2.2442748091603053	0.6660137500249316	0.6412213740458015	0.5022900763358779	0.49872773536895676	0.691764705882353	0.7411605455654671	0.734764988506291	4.234606504440308	0.005270481109619141	1689629237.0805638	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.6841564178466797	2.4865167140960693	2.1457672119140625e-05	2.86102294921875e-06	5.245208740234375e-06	First-order LINE	294		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.5998363338788871	0.5831062670299727	0.5	0.5008183306055647	0.2081062670299727	0.41689373297002724	0.5550500454959054	0.20384585724263904	0.29950900163666117	0.43649167310370857	0.375	0.7004909983633388	0.19967266775777426	2.331154684095861	0.599836333878887	1.666666666666667	0.5585593463290379	0.49918166939443537	0.7149532710280374	0.38413098236775817	0.625	0.6361469084246533	0.6340584201082219	4.234606504440308	0.005270481109619141	1689629237.0805638	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.6841564178466797	2.4865167140960693	2.1457672119140625e-05	2.86102294921875e-06	5.245208740234375e-06	First-order LINE	294		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.7663576881134133	0.7456008044243339	0.5	0.27589967284623773	0.5365477966816299	0.25439919557566615	0.7560489610019926	0.5346281524320706	0.19138495092693564	0.33954521350621536	0.20905300774270397	0.8086150490730644	0.5327153762268266	11.08872448002883	0.7663576881134133	3.783475783475784	0.756785951147874	0.7241003271537623	0.34120026972353334	0.6077803203661327	0.790946992257296	0.8198638583689405	0.8398590288712268	4.242633581161499	0.004567623138427734	1689629241.5751493	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.6841564178466797	2.4865167140960693	2.1457672119140625e-05	2.86102294921875e-06	5.245208740234375e-06	First-order LINE	294		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	True	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.6800327332242226	0.6523545706371191	0.5	0.41080196399345337	0.37235457063711896	0.3476454293628809	0.648064806480648	0.36615846591423334	0.22913256955810146	0.38408837821107483	0.28	0.7708674304418985	0.3600654664484453	4.825270347182698	0.6800327332242226	2.5714285714285716	0.651323718226746	0.5891980360065466	0.5329087048832272	0.4793608521970706	0.72	0.7197666351477683	0.7480613680638044	4.242633581161499	0.004567623138427734	1689629241.5751493	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.6841564178466797	2.4865167140960693	2.1457672119140625e-05	2.86102294921875e-06	5.245208740234375e-06	First-order LINE	294		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	True	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.6938386041439477	0.676602086438152	0.5	0.3549618320610687	0.3914057118157954	0.323397913561848	0.6781312697047864	0.3895369990959576	0.257360959651036	0.38712462571926237	0.2851963746223565	0.742639040348964	0.3876772082878954	5.243712411153636	0.6938386041439476	2.5063559322033897	0.6790254935933565	0.6450381679389313	0.4779735682819383	0.513009540329575	0.7148036253776435	0.7612571338190891	0.7469546012796914	4.203589677810669	0.00573277473449707	1689629248.8422954	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.675497531890869	2.4857678413391113	2.4557113647460938e-05	4.0531158447265625e-06	4.76837158203125e-06	First-order LINE	336		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.6129296235679214	0.5910290237467019	0.5	0.5073649754500819	0.23973592029842594	0.40897097625329815	0.56	0.23269416509663685	0.2667757774140753	0.42392531156367586	0.3512931034482759	0.7332242225859247	0.2258592471358427	2.668672075994458	0.6129296235679215	1.8466257668711654	0.5653103023194074	0.49263502454991814	0.6919642857142858	0.3888888888888889	0.6487068965517241	0.6677443808411528	0.6628163618059596	4.203589677810669	0.00573277473449707	1689629248.8422954	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.675497531890869	2.4857678413391113	2.4557113647460938e-05	4.0531158447265625e-06	4.76837158203125e-06	First-order LINE	336		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.777535441657579	0.7539920159680639	0.5	0.2688113413304253	0.5598814390449869	0.24600798403193613	0.7667238421955404	0.5574709722689271	0.17611777535441653	0.3292102202175899	0.19411057692307687	0.8238822246455835	0.5550708833151581	12.7245900815755	0.777535441657579	4.15170278637771	0.7676309049898999	0.7311886586695747	0.3262739907346128	0.6216968011126565	0.8058894230769231	0.8356813443867145	0.8448064668905092	4.338449478149414	0.0062940120697021484	1689629253.4179628	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.675497531890869	2.4857678413391113	2.4557113647460938e-05	4.0531158447265625e-06	4.76837158203125e-06	First-order LINE	336		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	True	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.6947626841243864	0.6569920844327177	0.5	0.42553191489361697	0.41345760167409695	0.34300791556728233	0.6530232558139535	0.40131312531159136	0.18494271685761043	0.3619988149984579	0.24353448275862066	0.8150572831423896	0.3895253682487727	5.9495575221238965	0.6947626841243862	3.106194690265488	0.6592156681531961	0.574468085106383	0.5220883534136546	0.48480662983425415	0.7564655172413793	0.7367654110001848	0.7522280111053647	4.338449478149414	0.0062940120697021484	1689629253.4179628	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.675497531890869	2.4857678413391113	2.4557113647460938e-05	4.0531158447265625e-06	4.76837158203125e-06	First-order LINE	336		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	True	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.6804798255179934	0.6702674897119342	0.5	0.34950926935659765	0.3622628493407045	0.3297325102880658	0.670601461495222	0.36161066311894474	0.28953107960741553	0.40017591072800035	0.30800464037122965	0.7104689203925845	0.3609596510359867	4.567013640997615	0.6804798255179935	2.246704331450094	0.6709221766246536	0.6504907306434023	0.49194167306216435	0.5044397463002114	0.6919953596287703	0.7392033906972264	0.7218239505926245	4.2604193687438965	0.007411479949951172	1689629260.7796788	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.7544097900390625	2.5458149909973145	1.4066696166992188e-05	5.4836273193359375e-06	6.198883056640625e-06	First-order LINE	378		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.6039279869067103	0.5868673050615595	0.5	0.4942716857610474	0.21619520730188535	0.4131326949384405	0.5607985480943739	0.21198458752354554	0.2978723404255319	0.4342167318264937	0.37067209775967414	0.7021276595744681	0.2078559738134207	2.411778618732262	0.6039279869067103	1.697802197802198	0.5641532939756148	0.5057283142389526	0.7039627039627039	0.3896595208070618	0.6293279022403259	0.6370549741375384	0.6423805723421716	4.2604193687438965	0.007411479949951172	1689629260.7796788	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.7544097900390625	2.5458149909973145	1.4066696166992188e-05	5.4836273193359375e-06	6.198883056640625e-06	First-order LINE	378		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.7707197382769901	0.7534456355283308	0.5	0.26335877862595425	0.5439664079098403	0.24655436447166923	0.7626305390911656	0.5427014714939079	0.19520174482006547	0.3398340851793842	0.20947922761849036	0.8047982551799345	0.5414394765539803	11.532183628855957	0.7707197382769901	3.7737430167597754	0.7631056200085734	0.7366412213740458	0.32723577235772366	0.6163321167883211	0.7905207723815096	0.8228458215055733	0.8363902255149896	4.269771575927734	0.005415916442871094	1689629265.3059916	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.7544097900390625	2.5458149909973145	1.4066696166992188e-05	5.4836273193359375e-06	6.198883056640625e-06	First-order LINE	378		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	True	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.6775777414075287	0.6472184531886025	0.5	0.42553191489361697	0.37092979339478793	0.35278154681139756	0.6405109489051095	0.36295695318262666	0.21931260229132565	0.38190430812504056	0.27628865979381445	0.7806873977086743	0.3551554828150574	4.805597014925375	0.6775777414075287	2.6194029850746277	0.644786063573044	0.574468085106383	0.5450733752620545	0.47114093959731546	0.7237113402061855	0.707393904977218	0.7409107687101795	4.269771575927734	0.005415916442871094	1689629265.3059916	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.7544097900390625	2.5458149909973145	1.4066696166992188e-05	5.4836273193359375e-06	6.198883056640625e-06	First-order LINE	378		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	True	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.6821155943293348	0.6685166498486377	0.5	0.3582333696837514	0.3666186664559925	0.33148335015136227	0.66875	0.36542297775006216	0.27753544165757904	0.39672302669796006	0.3018979833926453	0.722464558342421	0.36423118865866955	4.663470020603265	0.6821155943293348	2.31237721021611	0.6693418997904433	0.6417666303162486	0.49584905660377365	0.5023474178403756	0.6981020166073547	0.7396222925974772	0.7234394711882779	4.2305908203125	0.005086183547973633	1689629272.4977822	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.6173458099365234	2.425884485244751	9.775161743164062e-06	2.6226043701171875e-06	3.0994415283203125e-06	First-order LINE	420		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.61620294599018	0.5941644562334217	0.5	0.5008183306055647	0.24587385794282346	0.40583554376657827	0.5653382761816497	0.2390450444369308	0.2667757774140753	0.4223141384216625	0.3482905982905983	0.7332242225859247	0.23240589198036	2.7394843417939767	0.61620294599018	1.871165644171779	0.570369518036639	0.49918166939443537	0.6830357142857144	0.39405684754521964	0.6517094017094017	0.657402074889974	0.6519500087977997	4.2305908203125	0.005086183547973633	1689629272.4977822	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.6173458099365234	2.425884485244751	9.775161743164062e-06	2.6226043701171875e-06	3.0994415283203125e-06	First-order LINE	420		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.7764449291166848	0.7552870090634441	0.5	0.26499454743729556	0.5567138818339554	0.24471299093655588	0.7667804323094426	0.5547985753439932	0.18211559432933477	0.33234052619145943	0.19857312722948872	0.8178844056706652	0.5528898582333697	12.456568344791899	0.7764449291166848	4.035928143712575	0.7674979617670672	0.7350054525627044	0.324	0.6217712177121771	0.8014268727705113	0.8282262878929324	0.8405791686223365	4.375720262527466	0.009319543838500977	1689629277.1322892	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.6173458099365234	2.425884485244751	9.775161743164062e-06	2.6226043701171875e-06	3.0994415283203125e-06	First-order LINE	420		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	True	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.6955810147299508	0.6586985391766269	0.5	0.4206219312602292	0.4134959805412324	0.34130146082337315	0.6555555555555556	0.40217400080316046	0.18821603927986907	0.3630426467614993	0.24520255863539442	0.8117839607201309	0.39116202945990164	5.940923701573337	0.6955810147299509	3.078260869565217	0.6612965173562806	0.5793780687397708	0.5181451612903226	0.48760330578512395	0.7547974413646056	0.7354421529996973	0.7747296349734293	4.375720262527466	0.009319543838500977	1689629277.1322892	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		4.00543212890625e-05	3.337860107421875e-06	3.337860107421875e-06	2.6173458099365234	2.425884485244751	9.775161743164062e-06	2.6226043701171875e-06	3.0994415283203125e-06	First-order LINE	420		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	True	None	f32	False														
